human_id,ST,host_source_raw,collection_year,country
SAMN39967690,ST45,Homo sapiens,2023,USA
SAMN39967688,ST45,Homo sapiens,2023,USA
SAMN39967691,ST45,Homo sapiens,2023,USA
SAMN39967689,ST147,Homo sapiens,2023,USA
SAMN39967694,ST147,Homo sapiens,2023,USA
SAMN39967693,ST45,Homo sapiens,2023,USA
SAMN39967696,ST147,Homo sapiens,2023,USA
SAMN39967692,ST45,Homo sapiens,2023,USA
SAMN39967699,ST556,Homo sapiens,2023,USA
SAMN39967697,ST147,Homo sapiens,2023,USA
SAMN39967700,ST6873,Homo sapiens,2023,USA
SAMN39967703,ST13,Homo sapiens,2023,USA
SAMN39967702,ST45,Homo sapiens,2023,USA
SAMN39967701,ST45,Homo sapiens,2023,USA
SAMN39967704,ST45,Homo sapiens,2023,USA
SAMN39967707,ST147,Homo sapiens,2023,USA
SAMN39967705,ST147,Homo sapiens,2023,USA
SAMN39967706,ST45,Homo sapiens,2023,USA
SAMN39967709,ST147,Homo sapiens,2023,USA
SAMN39967712,ST17,Homo sapiens,2023,USA
SAMN39967710,ST147,Homo sapiens,2023,USA
SAMN39967715,ST13,Homo sapiens,2023,USA
SAMN39967711,ST147,Homo sapiens,2023,USA
SAMN39967717,ST45,Homo sapiens,2023,USA
SAMN39967719,ST147,Homo sapiens,2023,USA
SAMN39967716,ST45,Homo sapiens,2023,USA
SAMN39967721,ST147,Homo sapiens,2023,USA
SAMN39967730,ST45,Homo sapiens,2023,USA
SAMN39967732,ST147,Homo sapiens,2023,USA
SAMN39967729,ST45,Homo sapiens,2023,USA
SAMN39967737,ST147,Homo sapiens,2023,USA
SAMN39967738,ST45,Homo sapiens,2023,USA
SAMN39967742,ST45,Homo sapiens,2023,USA
SAMN39967743,ST45,Homo sapiens,2023,USA
SAMN39967739,ST147,Homo sapiens,2023,USA
SAMN39967744,ST45,Homo sapiens,2023,USA
SAMN39967746,ST13,Homo sapiens,2023,USA
SAMN39971260,ST15,Homo sapiens,2024,USA
SAMN39967745,ST45,Homo sapiens,2023,USA
SAMN39967748,ST147,Homo sapiens,2023,USA
SAMN39992868,ST258,Homo sapiens,2024,USA: Florida
SAMN39986454,ST307,Homo sapiens,2024,USA: Florida
SAMN39984693,ST215,Homo sapiens,2024,USA
SAMN39986452,ST258,Homo sapiens,2024,USA: Florida
SAMN39998268,ST45,Homo sapiens,2023,USA
SAMN40022378,ST258,Homo sapiens,2023,"USA: California, Los Angeles County"
SAMN40022379,ST258,Homo sapiens,2023,"USA: California, Los Angeles County"
SAMN39998264,ST11,Homo sapiens,2024,USA
SAMN40022394,ST147,Homo sapiens,2023,"USA: California, Los Angeles County"
SAMN40022386,ST307,Homo sapiens,2023,"USA: California, Los Angeles County"
SAMN40022383,ST258,Homo sapiens,2023,"USA: California, Los Angeles County"
SAMN40022381,ST16,Homo sapiens,2023,"USA: California, Los Angeles County"
SAMN40022399,ST307,Homo sapiens,2024,"USA: California, Los Angeles County"
SAMN40022402,ST45,Homo sapiens,2024,"USA: California, Los Angeles County"
SAMN40022398,ST17,Homo sapiens,2024,"USA: California, Los Angeles County"
SAMN40022407,ST258,Homo sapiens,2024,"USA: California, Los Angeles County"
SAMN40022416,ST258,Homo sapiens,2023,"USA: California, Los Angeles County"
SAMN40022412,ST258,Homo sapiens,2023,"USA: California, Los Angeles County"
SAMN40022415,ST258,Homo sapiens,2023,"USA: California, Los Angeles County"
SAMN40022410,ST14,Homo sapiens,2023,"USA: California, Los Angeles County"
SAMN40022431,ST16,Homo sapiens,2023,"USA: California, Los Angeles County"
SAMN40022428,ST14,Homo sapiens,2023,"USA: California, Los Angeles County"
SAMN40022426,ST348,Homo sapiens,2023,"USA: California, Los Angeles County"
SAMN40022424,ST16,Homo sapiens,2023,"USA: California, Los Angeles County"
SAMN40022439,ST17,Homo sapiens,2024,"USA: California, Los Angeles County"
SAMN40022433,ST258,Homo sapiens,2023,"USA: California, Los Angeles County"
SAMN40022440,ST14,Homo sapiens,2024,"USA: California, Los Angeles County"
SAMN40022441,ST17,Homo sapiens,2024,"USA: California, Los Angeles County"
SAMN40022442,ST13,Homo sapiens,2024,"USA: California, Los Angeles County"
SAMN40022444,ST258,Homo sapiens,2023,"USA: California, Los Angeles County"
SAMN40022445,ST14,Homo sapiens,2023,"USA: California, Los Angeles County"
SAMN40022453,ST111,Homo sapiens,2023,"USA: California, Los Angeles County"
SAMN40022471,ST258,Homo sapiens,2023,"USA: California, Los Angeles County"
SAMN40022465,ST258,Homo sapiens,2024,"USA: California, Los Angeles County"
SAMN40022467,ST25,Homo sapiens,2024,"USA: California, Los Angeles County"
SAMN40022462,ST14,Homo sapiens,2024,"USA: California, Los Angeles County"
SAMN40027604,ST200,Homo sapiens,2020,Australia: Melbourne
SAMN40027606,ST661,Homo sapiens,2020,Australia: Melbourne
SAMN40027605,ST234,Homo sapiens,2020,Australia: Melbourne
SAMN40027611,ST45,Homo sapiens,2019,Australia: Melbourne
SAMN40027610,ST950,Homo sapiens,2019,Australia: Melbourne
SAMN40027613,ST323,Homo sapiens,2019,Australia: Melbourne
SAMN40027616,ST111,Homo sapiens,2019,Australia: Melbourne
SAMN40027612,ST105,Homo sapiens,2019,Australia: Melbourne
SAMN40027619,ST252,Homo sapiens,2019,Australia: Melbourne
SAMN40027621,ST6,Homo sapiens,2019,Australia: Melbourne
SAMN40027620,ST55,Homo sapiens,2019,Australia: Melbourne
SAMN40027622,ST133,Homo sapiens,2019,Australia: Melbourne
SAMN40027624,ST461,Homo sapiens,2019,Australia: Melbourne
SAMN40027625,ST1537,Homo sapiens,2019,Australia: Melbourne
SAMN40027623,ST1876,Homo sapiens,2019,Australia: Melbourne
SAMN40027628,ST661,Homo sapiens,2019,Australia: Melbourne
SAMN40027629,ST485,Homo sapiens,2019,Australia: Melbourne
SAMN40027626,ST420,Homo sapiens,2019,Australia: Melbourne
SAMN40027627,ST27,Homo sapiens,2019,Australia: Melbourne
SAMN40027633,ST7,Homo sapiens,2019,Australia: Melbourne
SAMN40027632,ST299,Homo sapiens,2019,Australia: Melbourne
SAMN40027630,ST51,Homo sapiens,2019,Australia: Melbourne
SAMN40027631,ST6,Homo sapiens,2019,Australia: Melbourne
SAMN40027637,ST3293,Homo sapiens,2019,Australia: Melbourne
SAMN40027635,ST37,Homo sapiens,2019,Australia: Melbourne
SAMN40027636,ST12,Homo sapiens,2019,Australia: Melbourne
SAMN40027634,ST294,Homo sapiens,2019,Australia: Melbourne
SAMN40027638,ST268,Homo sapiens,2019,Australia: Melbourne
SAMN40027639,ST881,Homo sapiens,2019,Australia: Melbourne
SAMN40027640,ST20,Homo sapiens,2019,Australia: Melbourne
SAMN40027641,ST37,Homo sapiens,2019,Australia: Melbourne
SAMN40027642,ST268,Homo sapiens,2019,Australia: Melbourne
SAMN40027645,ST24,Homo sapiens,2019,Australia: Melbourne
SAMN40027646,ST240,Homo sapiens,2019,Australia: Melbourne
SAMN40027644,ST719,Homo sapiens,2019,Australia: Melbourne
SAMN40027649,ST45,Homo sapiens,2019,Australia: Melbourne
SAMN40027648,ST200,Homo sapiens,2019,Australia: Melbourne
SAMN40027650,ST219,Homo sapiens,2020,Australia: Melbourne
SAMN40027647,ST45,Homo sapiens,2019,Australia: Melbourne
SAMN40027651,ST2856,Homo sapiens,2020,Australia: Melbourne
SAMN40036796,ST13,Homo sapiens,2024,USA
SAMN40038336,ST15,Homo sapiens,2024,USA
SAMN40036812,ST258,Homo sapiens,2024,USA
SAMN40039514,ST37,Homo sapiens,2024,USA
SAMN40036811,ST258,Homo sapiens,2024,USA
SAMN40074495,ST258,Homo sapiens,2023,USA
SAMN40097833,ST258,Homo sapiens,2023,USA
SAMN40079257,ST258,Homo sapiens,2024,USA
SAMN40079256,ST39,Homo sapiens,2024,USA
SAMN40160010,ST45,Homo sapiens,2024,USA
SAMN40160011,ST6463,Homo sapiens,2024,USA
SAMN40097840,ST147,Homo sapiens,2023,USA
SAMN40137346,ST147,Homo sapiens,2023,USA
SAMN40174580,ST4843,Homo sapiens,2024,USA
SAMN40174575,ST4843,Homo sapiens,2024,USA
SAMN40174578,ST147,Homo sapiens,2024,USA
SAMN40174576,ST4843,Homo sapiens,2024,USA
SAMN40174587,ST564,Homo sapiens,2024,USA
SAMN40174583,ST6607,Homo sapiens,2024,USA
SAMN40174582,ST4843,Homo sapiens,2024,USA
SAMN40174581,ST11,Homo sapiens,2024,USA
SAMN40174589,ST13,Homo sapiens,2024,USA
SAMN40175282,ST11,Homo sapiens,2024,USA
SAMN40175281,ST29,Homo sapiens,2024,USA
SAMN40176171,ST16,Homo sapiens,2024,USA
SAMN40176172,ST348,Homo sapiens,2024,USA
SAMN40176174,ST258,Homo sapiens,2024,USA
SAMN40188998,ST307,Homo sapiens,2024,USA
SAMN40200837,ST258,Homo sapiens,2024,USA
SAMN40200838,ST258,Homo sapiens,2024,USA
SAMN40215997,ST219,Homo sapiens,2024,USA
SAMN40215998,ST16,Homo sapiens,2024,USA
SAMN40216004,ST2,Homo sapiens,2024,USA
SAMN40217648,ST307,Homo sapiens,2024,USA
SAMN40254131,ST6118,Homo sapiens,2024,USA
SAMN40254130,ST6118,Homo sapiens,2024,USA
SAMN40254132,ST6118,Homo sapiens,2024,USA
SAMN40261484,ST443,Homo sapiens,2024,USA: Florida
SAMN40261481,ST443,Homo sapiens,2024,USA: Florida
SAMN40254322,ST15,Homo sapiens,2024,USA
SAMN40350003,ST273,Homo sapiens,2021,China: Guangdong
SAMN40286037,ST16,Homo sapiens,2024,USA
SAMN40350007,ST11,Homo sapiens,2022,China: Guangdong
SAMN40350005,ST11,Homo sapiens,2021,China: Guangdong
SAMN40350006,ST11,Homo sapiens,2021,China: Guangdong
SAMN40350004,ST11,Homo sapiens,2021,China: Guangdong
SAMN40350010,ST11,Homo sapiens,2022,China: Guangdong
SAMN40350011,ST11,Homo sapiens,2021,China: Guangdong
SAMN40350009,ST11,Homo sapiens,2022,China: Guangdong
SAMN40350008,ST11,Homo sapiens,2022,China: Guangdong
SAMN40350014,ST11,Homo sapiens,2021,China: Guangdong
SAMN40350015,ST11,Homo sapiens,2021,China: Guangdong
SAMN40350013,ST11,Homo sapiens,2021,China: Guangdong
SAMN40350012,ST11,Homo sapiens,2021,China: Guangdong
SAMN40350018,ST11,Homo sapiens,2023,China: Guangdong
SAMN40350019,ST11,Homo sapiens,2023,China: Guangdong
SAMN40350017,ST11,Homo sapiens,2021,China: Guangdong
SAMN40350016,ST11,Homo sapiens,2021,China: Guangdong
SAMN40350021,ST11,Homo sapiens,2023,China: Guangdong
SAMN40350023,ST11,Homo sapiens,2021,China: Guangdong
SAMN40350022,ST11,Homo sapiens,2021,China: Guangdong
SAMN40350020,ST11,Homo sapiens,2023,China: Guangdong
SAMN40350025,ST11,Homo sapiens,2022,China: Guangdong
SAMN40350027,ST11,Homo sapiens,2023,China: Guangdong
SAMN40350026,ST11,Homo sapiens,2023,China: Guangdong
SAMN40350024,ST11,Homo sapiens,2022,China: Guangdong
SAMN40350031,ST11,Homo sapiens,2023,China: Guangdong
SAMN40350030,ST11,Homo sapiens,2023,China: Guangdong
SAMN40350029,ST11,Homo sapiens,2022,China: Guangdong
SAMN40350028,ST11,Homo sapiens,2023,China: Guangdong
SAMN40350034,ST11,Homo sapiens,2020,China: Guangdong
SAMN40350033,ST25,Homo sapiens,2023,China: Guangdong
SAMN40350032,ST11,Homo sapiens,2023,China: Guangdong
SAMN40350035,ST11,Homo sapiens,2022,China: Guangdong
SAMN40350037,ST11,Homo sapiens,2022,China: Guangdong
SAMN40350038,ST11,Homo sapiens,2021,China: Guangdong
SAMN40350039,ST11,Homo sapiens,2023,China: Guangdong
SAMN40350036,ST11,Homo sapiens,2022,China: Guangdong
SAMN40350043,ST11,Homo sapiens,2020,China: Guangdong
SAMN40350042,ST11,Homo sapiens,2022,China: Guangdong
SAMN40350040,ST11,Homo sapiens,2023,China: Guangdong
SAMN40350041,ST11,Homo sapiens,2022,China: Guangdong
SAMN40350047,ST11,Homo sapiens,2023,China: Guangdong
SAMN40350044,ST11,Homo sapiens,2023,China: Guangdong
SAMN40350046,ST11,Homo sapiens,2023,China: Guangdong
SAMN40350045,ST11,Homo sapiens,2021,China: Guangdong
SAMN40374601,ST134,Homo sapiens,2024,USA
SAMN40376551,ST4843,Homo sapiens,2024,USA
SAMN40376033,ST4843,Homo sapiens,2024,USA
SAMN40376352,ST405,Homo sapiens,2024,USA
SAMN40376560,ST4843,Homo sapiens,2024,USA
SAMN40376556,ST4081,Homo sapiens,2024,USA
SAMN40376552,ST4843,Homo sapiens,2024,USA
SAMN40376559,ST4843,Homo sapiens,2024,USA
SAMN40376562,ST4843,Homo sapiens,2024,USA
SAMN40379678,ST15,Homo sapiens,2024,USA
SAMN40376561,ST4843,Homo sapiens,2024,USA
SAMN40379244,ST6250,Homo sapiens,2024,USA
SAMN40379692,ST307,Homo sapiens,2024,USA
SAMN40379689,ST4843,Homo sapiens,2024,USA
SAMN40379690,ST76,Homo sapiens,2024,USA
SAMN40410178,ST11,Homo sapiens,2022,China: qingyuan
SAMN40410177,ST11,Homo sapiens,2022,China: qingyuan
SAMN40410179,ST11,Homo sapiens,2022,China: qingyuan
SAMN40418968,ST11,Homo sapiens,2024,USA
SAMN40419758,ST16,Homo sapiens,2024,USA
SAMN40419756,ST4843,Homo sapiens,2024,USA
SAMN40418996,ST147,Homo sapiens,2023,USA
SAMN40419754,ST107,Homo sapiens,2024,USA
SAMN40443489,ST147,Homo sapiens,2024,USA
SAMN40444408,ST268,Homo sapiens,2024,USA
SAMN40444402,ST20,Homo sapiens,2024,USA
SAMN40473216,ST3712,Homo sapiens,2023,USA
SAMN40473230,ST147,Homo sapiens,2023,USA
SAMN40462097,ST16,Homo sapiens,2024,USA
SAMN40472749,ST11,Homo sapiens,2024,USA
SAMN40495302,ST15,Homo sapiens,2021,"India: Bhubaneswar, Odisha"
SAMN40477417,ST348,Homo sapiens,2024,USA
SAMN40477420,ST1427,Homo sapiens,2024,USA
SAMN40518044,ST258,Homo sapiens,2024,USA
SAMN40545705,ST307,Homo sapiens,2024,USA
SAMN40545704,ST16,Homo sapiens,2024,USA
SAMN40544029,ST147,Homo sapiens,2024,USA: Florida
SAMN40545760,ST307,Homo sapiens,2024,USA
SAMN40545763,ST405,Homo sapiens,2024,USA
SAMN40554428,ST258,Homo sapiens,2023,USA
SAMN40545706,ST16,Homo sapiens,2024,USA
SAMN40554619,ST147,Homo sapiens,2024,USA
SAMN40554618,ST231,Homo sapiens,2024,USA
SAMN40554612,ST147,Homo sapiens,2024,USA
SAMN40554433,ST1083,Homo sapiens,2024,USA
SAMN40554676,ST107,Homo sapiens,2024,USA
SAMN40554674,ST193,Homo sapiens,2024,USA
SAMN40554675,ST564,Homo sapiens,2024,USA
SAMN40554677,ST147,Homo sapiens,2024,USA
SAMN40556762,ST437,Homo sapiens,2024,USA
SAMN40556769,ST39,Homo sapiens,2024,USA
SAMN40556913,ST348,Homo sapiens,2024,"USA: California, Los Angeles County"
SAMN40556761,ST4843,Homo sapiens,2024,USA
SAMN40557127,ST44,Homo sapiens,2024,USA
SAMN40566714,ST134,Homo sapiens,2020,USA
SAMN40557121,ST307,Homo sapiens,2024,USA
SAMN40578620,ST14,Homo sapiens,2024,USA
SAMN40578621,ST45,Homo sapiens,2024,USA
SAMN40577063,ST383,Homo sapiens,2024,USA
SAMN40568284,ST147,Homo sapiens,2024,USA
SAMN40604403,ST4632,Homo sapiens,2024,USA: Wyoming
SAMN40650039,ST395,Homo sapiens,2024,USA
SAMN40643734,ST17,Homo sapiens,2024,USA
SAMN40650040,ST16,Homo sapiens,2024,USA
SAMN40650041,ST163,Homo sapiens,2024,USA
SAMN40694363,ST11,Homo sapiens,2019,China: Jilin
SAMN40657320,ST147,Homo sapiens,2024,USA
SAMN40694365,ST11,Homo sapiens,2019,China: Ningxia
SAMN40694366,ST11,Homo sapiens,2019,China: Liaoning
SAMN40694364,ST11,Homo sapiens,2019,China: Jilin
SAMN40694367,ST11,Homo sapiens,2020,China: Gansu
SAMN40694369,ST11,Homo sapiens,2019,China: Shanxi
SAMN40694371,ST11,Homo sapiens,2020,China: Shanxi
SAMN40694370,ST11,Homo sapiens,2020,China: Shanxi
SAMN40697543,ST11,Homo sapiens,2019,China: Jiangsu
SAMN40697544,ST11,Homo sapiens,2019,China: Jiangsu
SAMN40697547,ST11,Homo sapiens,2019,China: Shaanxi
SAMN40697548,ST11,Homo sapiens,2019,China: Shaanxi
SAMN40697549,ST11,Homo sapiens,2019,China: Shaanxi
SAMN40697551,ST11,Homo sapiens,2019,China: Shaanxi
SAMN40697550,ST3,Homo sapiens,2019,China: Shaanxi
SAMN40697552,ST11,Homo sapiens,2019,China: Yunnan
SAMN40697553,ST11,Homo sapiens,2019,China: Yunnan
SAMN40697554,ST11,Homo sapiens,2019,China: Yunnan
SAMN40697556,ST11,Homo sapiens,2019,China: Yunnan
SAMN40697555,ST11,Homo sapiens,2019,China: Yunnan
SAMN40697557,ST11,Homo sapiens,2019,China: Shanxi
SAMN40697558,ST11,Homo sapiens,2019,China: Shandong
SAMN40697559,ST11,Homo sapiens,2019,China: Hunan
SAMN40697561,ST11,Homo sapiens,2019,China: Jilin
SAMN40697560,ST11,Homo sapiens,2019,China: Hunan
SAMN40697564,ST656,Homo sapiens,2020,China: Liaoning
SAMN40697563,ST11,Homo sapiens,2019,China: Liaoning
SAMN40697565,ST11,Homo sapiens,2020,China: Liaoning
SAMN40697562,ST11,Homo sapiens,2019,China: Liaoning
SAMN40697566,ST11,Homo sapiens,2019,China: Guangdong
SAMN40697569,ST11,Homo sapiens,2019,China: Hebei
SAMN40697568,ST11,Homo sapiens,2019,China: Neimenggu
SAMN40697567,ST11,Homo sapiens,2020,China: Guangdong
SAMN40697572,ST11,Homo sapiens,2019,China: Ningxia
SAMN40697571,ST11,Homo sapiens,2019,China: Ningxia
SAMN40697573,ST11,Homo sapiens,2019,China: Ningxia
SAMN40697570,ST11,Homo sapiens,2019,China: Ningxia
SAMN40697575,ST11,Homo sapiens,2020,China: Hebei
SAMN40697577,ST11,Homo sapiens,2019,China: Henan
SAMN40697574,ST11,Homo sapiens,2020,China: Beijing
SAMN40697580,ST683,Homo sapiens,2019,China: Henan
SAMN40697578,ST11,Homo sapiens,2020,China: Hunan
SAMN40697579,ST11,Homo sapiens,2020,China: Hebei
SAMN40697581,ST11,Homo sapiens,2020,China: Gansu
SAMN40697584,ST11,Homo sapiens,2020,China: Gansu
SAMN40697585,ST11,Homo sapiens,2021,China: Hunan
SAMN40697583,ST11,Homo sapiens,2020,China: Gansu
SAMN40697582,ST11,Homo sapiens,2020,China: Gansu
SAMN40697591,ST11,Homo sapiens,2020,China: Shandong
SAMN40697590,ST11,Homo sapiens,2021,China: Shandong
SAMN40697595,ST11,Homo sapiens,2019,China: Shandong
SAMN40697596,ST11,Homo sapiens,2019,China: Chongqing
SAMN40697597,ST11,Homo sapiens,2019,China: Chongqing
SAMN40705966,ST6547,Homo sapiens,2022,USA
SAMN40705971,ST20,Homo sapiens,2022,USA
SAMN40705973,ST941,Homo sapiens,2022,USA
SAMN40708731,ST941,Homo sapiens,2022,USA
SAMN40708738,ST941,Homo sapiens,2022,USA
SAMN40708978,ST111,Homo sapiens,2023,USA
SAMN40709251,ST941,Homo sapiens,2023,USA
SAMN40708736,ST941,Homo sapiens,2022,USA
SAMN40709487,ST219,Homo sapiens,2024,USA
SAMN40738333,ST564,Homo sapiens,2024,USA
SAMN40738335,ST258,Homo sapiens,2024,USA
SAMN40709490,ST2096,Homo sapiens,2024,USA
SAMN40738339,ST1958,Homo sapiens,2024,USA
SAMN40755478,ST395,Homo sapiens,2023,Russia:Moscow
SAMN40741707,ST2504,Homo sapiens,2024,USA
SAMN40741706,ST307,Homo sapiens,2024,USA
SAMN40755481,ST395,Homo sapiens,2023,Russia:Moscow
SAMN40755482,ST512,Homo sapiens,2023,Russia:Moscow
SAMN40755480,ST147,Homo sapiens,2023,Russia:Moscow
SAMN40755479,ST395,Homo sapiens,2023,Russia:Moscow
SAMN40755483,ST307,Homo sapiens,2023,Russia:Moscow
SAMN40755485,ST86,Homo sapiens,2023,Russia:Moscow
SAMN40755486,ST65,Homo sapiens,2023,Russia:Moscow
SAMN40755484,ST395,Homo sapiens,2023,Russia:Moscow
SAMN40755489,ST86,Homo sapiens,2023,Russia:Moscow
SAMN40755488,ST395,Homo sapiens,2023,Russia:Moscow
SAMN40755487,ST395,Homo sapiens,2023,Russia:Moscow
SAMN40755490,ST15,Homo sapiens,2024,Russia:Moscow
SAMN40755491,ST395,Homo sapiens,2023,Russia:Moscow
SAMN40755493,ST395,Homo sapiens,2023,Russia:Moscow
SAMN40755492,ST86,Homo sapiens,2023,Russia:Moscow
SAMN40759177,ST307,Homo sapiens,2024,USA: Florida
SAMN40758511,ST307,Homo sapiens,2024,USA
SAMN40759170,ST395,Homo sapiens,2024,USA: Florida
SAMN40759176,ST219,Homo sapiens,2024,USA: Florida
SAMN40759178,ST35,Homo sapiens,2024,USA: Florida
SAMN40761899,ST54,Homo sapiens,2024,USA
SAMN40763084,ST1,Homo sapiens,2024,USA
SAMN40921361,ST17,Homo sapiens,2024,USA
SAMN40943195,ST307,Homo sapiens,2024,USA
SAMN40874120,ST147,Homo sapiens,2024,USA
SAMN40970351,ST512,Homo sapiens,2023,Italy:Rome
SAMN40946212,ST38,Homo sapiens,2024,USA
SAMN40946209,ST307,Homo sapiens,2024,USA
SAMN40946208,ST8279,Homo sapiens,2024,USA
SAMN40970352,ST512,Homo sapiens,2023,Italy:Rome
SAMN41038004,ST11,Homo sapiens,2019,China
SAMN41038005,ST11,Homo sapiens,2019,China
SAMN41038006,ST11,Homo sapiens,2019,China
SAMN41090531,ST268,Homo sapiens,2024,USA
SAMN41091862,ST8,Homo sapiens,2024,USA:Boston
SAMN41090533,ST147,Homo sapiens,2024,USA
SAMN41090566,ST258,Homo sapiens,2024,USA: Florida
SAMN41091868,ST11,Homo sapiens,2024,USA:Boston
SAMN41092981,ST383,Homo sapiens,2024,USA
SAMN41094956,ST45,Homo sapiens,2024,USA
SAMN41092980,ST383,Homo sapiens,2024,USA
SAMN41094958,ST45,Homo sapiens,2024,USA
SAMN41113799,ST348,Homo sapiens,2024,USA: California
SAMN41113800,ST997,Homo sapiens,2024,USA: California
SAMN41113809,ST16,Homo sapiens,2024,USA: California
SAMN41113812,ST147,Homo sapiens,2024,USA: California
SAMN41113801,ST258,Homo sapiens,2024,USA: California
SAMN41113819,ST147,Homo sapiens,2024,USA: California
SAMN41113823,ST258,Homo sapiens,2024,USA: California
SAMN41113825,ST14,Homo sapiens,2024,USA: California
SAMN41113832,ST258,Homo sapiens,2024,USA: California
SAMN41161938,ST15,Homo sapiens,2024,USA
SAMN41161936,ST2118,Homo sapiens,2024,USA
SAMN41164135,ST147,Homo sapiens,2024,USA
SAMN41164134,ST268,Homo sapiens,2024,USA
SAMN41191617,ST11,Homo sapiens,2024,USA
SAMN41191621,ST307,Homo sapiens,2024,USA
SAMN41246055,ST37,Homo sapiens,2024,USA: Florida
SAMN41247669,ST258,Homo sapiens,2024,USA
SAMN41271086,ST395,Homo sapiens,2024,USA
SAMN41248787,ST395,Homo sapiens,2024,USA
SAMN41248786,ST395,Homo sapiens,2024,USA
SAMN41271090,ST147,Homo sapiens,2024,USA
SAMD00256236,ST29,Homo sapiens,2019,Japan
SAMD00256237,ST29,Homo sapiens,2019,Japan
SAMD00256239,ST29,Homo sapiens,2019,Japan
SAMD00256238,ST29,Homo sapiens,2019,Japan
SAMD00256246,ST29,Homo sapiens,2019,Japan
SAMD00256241,ST29,Homo sapiens,2019,Japan
SAMD00256240,ST29,Homo sapiens,2019,Japan
SAMD00256245,ST29,Homo sapiens,2019,Japan
SAMD00256244,ST29,Homo sapiens,2019,Japan
SAMD00287413,ST65,Homo sapiens,2019,Japan:Fukuoka
SAMD00287415,ST9,Homo sapiens,2019,Japan:Fukuoka
SAMD00287414,ST1017,Homo sapiens,2019,Japan:Fukuoka
SAMD00287420,ST730,Homo sapiens,2019,Japan:Fukuoka
SAMD00287419,ST82,Homo sapiens,2019,Japan:Fukuoka
SAMD00287416,ST29,Homo sapiens,2019,Japan:Fukuoka
SAMD00287418,ST2039,Homo sapiens,2019,Japan:Fukuoka
SAMD00287421,ST86,Homo sapiens,2019,Japan:Fukuoka
SAMD00287427,ST268,Homo sapiens,2019,Japan:Fukuoka
SAMD00287432,ST36,Homo sapiens,2019,Japan:Fukuoka
SAMD00287428,ST784,Homo sapiens,2019,Japan:Fukuoka
SAMD00287429,ST966,Homo sapiens,2019,Japan:Fukuoka
SAMD00287424,ST45,Homo sapiens,2019,Japan:Fukuoka
SAMD00287423,ST86,Homo sapiens,2019,Japan:Fukuoka
SAMD00287430,ST268,Homo sapiens,2019,Japan:Fukuoka
SAMD00287426,ST45,Homo sapiens,2019,Japan:Fukuoka
SAMD00287436,ST309,Homo sapiens,2019,Japan:Fukuoka
SAMD00287438,ST218,Homo sapiens,2019,Japan:Fukuoka
SAMD00287435,ST490,Homo sapiens,2019,Japan:Fukuoka
SAMD00287434,ST36,Homo sapiens,2019,Japan:Fukuoka
SAMD00287437,ST86,Homo sapiens,2019,Japan:Fukuoka
SAMEA10742095,ST2,Homo sapiens,2019,Switzerland
SAMEA10742100,ST6544,Homo sapiens,2019,Switzerland
SAMEA10742099,ST2,Homo sapiens,2019,Switzerland
SAMEA10742102,ST6552,Homo sapiens,2019,Switzerland
SAMEA11198328,ST16,Homo sapiens,2020,Viet Nam
SAMEA11350877,ST307,Homo sapiens,2019,United Kingdom
SAMEA11350784,ST307,Homo sapiens,2020,United Kingdom
SAMEA11350864,ST6553,Homo sapiens,2019,United Kingdom
SAMEA11350947,ST307,Homo sapiens,2019,United Kingdom
SAMEA11350924,ST11,Homo sapiens,2019,United Kingdom
SAMEA11350934,ST54,Homo sapiens,2019,United Kingdom
SAMEA11350906,ST1788,Homo sapiens,2020,United Kingdom
SAMEA11350892,ST307,Homo sapiens,2019,United Kingdom
SAMEA11350895,ST307,Homo sapiens,2019,United Kingdom
SAMEA11350891,ST383,Homo sapiens,2019,United Kingdom
SAMEA11351005,ST307,Homo sapiens,2020,United Kingdom
SAMEA11350965,ST14,Homo sapiens,2019,United Kingdom
SAMEA11350991,ST307,Homo sapiens,2019,United Kingdom
SAMEA11351136,ST353,Homo sapiens,2019,United Kingdom
SAMEA11351091,ST14,Homo sapiens,2019,United Kingdom
SAMEA12790286,ST437,Homo sapiens,2021,Germany
SAMEA12790282,ST7334,Homo sapiens,2021,Germany
SAMEA12790271,ST437,Homo sapiens,2021,Germany
SAMEA12790295,ST307,Homo sapiens,2021,Germany
SAMEA12790361,ST437,Homo sapiens,2021,Germany
SAMEA12790305,ST678,Homo sapiens,2021,Germany
SAMEA12790349,ST678,Homo sapiens,2021,Germany
SAMEA12790313,ST678,Homo sapiens,2021,Germany
SAMEA12790298,ST15,Homo sapiens,2021,Germany
SAMEA12790397,ST45,Homo sapiens,2021,Germany
SAMEA12790315,ST15,Homo sapiens,2021,Germany
SAMEA12790351,ST353,Homo sapiens,2021,Germany
SAMEA12790408,ST29,Homo sapiens,2021,Germany
SAMEA12790404,ST5518,Homo sapiens,2021,Germany
SAMEA12790444,ST7334,Homo sapiens,2021,Germany
SAMEA6451103,ST231,Homo sapiens,2019,United Kingdom
SAMEA6451164,ST307,Homo sapiens,2019,United Kingdom
SAMEA6474131,ST101,Homo sapiens,2019,Italy
SAMEA6474129,ST512,Homo sapiens,2019,Italy
SAMEA6451165,ST11,Homo sapiens,2019,United Kingdom
SAMEA6474134,ST307,Homo sapiens,2019,Italy
